var1,var2,statistic,value,p_value,n
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,r,0.881781156,2.63E-11,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_slope,r,-0.058943043,0.748630985,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_wilcox_test,r,0.105494226,0.565541595,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_slope,r,-0.027506317,0.881209121,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_wilcox_test,r,0.105494226,0.565541595,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.853135074,5.57E-10,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,r,-0.300400817,0.09481042,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,0.06029448,0.743058775,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.200701632,0.270712336,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.835121612,2.78E-09,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,r,-0.280849181,0.119460838,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,-0.001517571,0.993423019,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.268757309,0.136921148,32
shuttlebox_average_distance_from_correct_stimulus_during_gaps,standard_length,r,-0.315274683,0.152946028,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,order,ICC,0.120672411,0.51,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_number_of_entries,r,-0.208364139,0.352093322,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_reaction_time,r,0.303238411,0.170110502,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,r,-0.051316967,0.825163241,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,r,-0.091329302,0.693787398,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,total_number_of_testing_trials_using_full_4_minutes_data,r,-0.385009059,0.076830828,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,total_number_of_testing_trials_using_T30_to_T50_data,r,-0.289568047,0.191168657,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,r,-0.203054696,0.364771983,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,r,-0.391163438,0.07183969,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,r,-0.304823528,0.167777094,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,r,-0.105959662,0.638848604,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,r,-0.326419505,0.138171268,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,r,-0.258100972,0.246163998,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.50_ratio_using_full_4_minutes_data,r,0.095886309,0.679273297,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.67_ratio_using_full_4_minutes_data,r,-0.314125041,0.165516003,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.75_ratio_using_full_4_minutes_data,r,-0.112960045,0.635380471,20
shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.50_ratio_using_T30_to_T50_data,r,0.103175762,0.665113452,20
shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.67_ratio_using_T30_to_T50_data,r,-0.277788789,0.222763166,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.75_ratio_using_T30_to_T50_data,r,9.67E-04,0.996770755,20
shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_medians_above_60_using_full_4_minutes_data,ICC,0.274932263,0.07,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_medians_above_60_using_T30_to_T50_data,ICC,0.085123493,0.6,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,shapiro_wilk_test_p_value_using_full_4_minutes_data,r,0.12707865,0.583058807,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,r,-0.098236037,0.671831476,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,shapiro_wilk_test_p_value_using_T30_to_T50_data,r,0.303663877,0.193061202,20
shuttlebox_average_distance_from_correct_stimulus_during_gaps,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,r,-0.220655724,0.349861927,20
shuttlebox_average_distance_from_correct_stimulus_during_gaps,learning_category_according_to_etheredge_T30_to_T50,ICC,0.197151226,0.08,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,learning_category_according_to_etheredge_full_4_minutes,ICC,0.263114419,0.01,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_latency_to_enter_correct_side,r,-0.141866533,0.539598018,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_latency_to_enter_incorrect_side,r,-0.008342313,0.971371016,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_latency_to_enter_correct_side_filtered_just_correct_choice,r,-0.146013666,0.52768388,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,proportion_of_correct_first_choices,r,0.170048167,0.461161695,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,r,-0.172271598,0.443308711,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,r,-0.30762556,0.163706718,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_in_a_row_correct_choice_first,r,0.036963382,0.870275382,22
shuttlebox_average_distance_from_correct_stimulus_during_gaps,mean_of_median_performance_on_each_ratio_full_four_minutes_data,r,-0.212995131,0.353927628,21
shuttlebox_average_distance_from_correct_stimulus_during_gaps,mean_of_median_performance_on_each_ratio_T30_to_T50_data,r,-0.114117458,0.622334705,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,shuttlebox_average_distance_from_correct_stimulus_during_gaps,r,0.25099122,0.165860138,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,shuttlebox_slope,r,-0.225522103,0.214586423,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,shuttlebox_wilcox_test,r,0.090429772,0.622573617,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,binned_shuttlebox_slope,r,-0.261889607,0.147633551,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,binned_shuttlebox_wilcox_test,r,0.090429772,0.622573617,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.210394816,0.247756889,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,r,-0.871119558,8.91E-11,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,0.261285069,0.148604812,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.531503772,0.00174577,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.211856926,0.244410161,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,r,-0.871119558,8.91E-11,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,0.282363833,0.117396237,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.527921386,0.001900211,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,did_fish_solve_shuttlebox,ICC,-0.120200995,0.53,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,binned_did_fish_solve_shuttlebox,r,0.090706648,0.621504346,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,r,0.933919644,6.10E-15,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,r,0.265628928,0.141727993,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_slope,r,-0.103551007,0.572762837,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_wilcox_test,r,-0.006170539,0.973262046,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_binned_shuttlebox_slope,r,-0.119082506,0.516243093,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_binned_shuttlebox_wilcox_test,r,-0.006170539,0.973262046,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.356153654,0.045424762,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,r,-0.836755913,2.43E-09,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,0.174786184,0.338670906,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.441476176,0.011423694,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.309523874,0.08472745,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,r,-0.831686795,3.70E-09,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,0.190878751,0.295342307,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.435286107,0.012776146,32
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,standard_length,r,-0.01995046,0.929779621,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,order,ICC,0.317745885,0.04,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,average_number_of_entries,r,0.099078461,0.660897256,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,average_reaction_time,r,0.036098253,0.873287622,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,r,0.046876953,0.840093744,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,r,-0.233888629,0.307527047,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,total_number_of_testing_trials_using_full_4_minutes_data,r,-0.033422959,0.882613124,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,total_number_of_testing_trials_using_T30_to_T50_data,r,0.12520458,0.578775449,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,r,-0.079508655,0.725050065,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,r,0.031189553,0.890409864,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,r,-0.129287913,0.566352232,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,r,0.174695799,0.436820087,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,r,0.233973788,0.294633599,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,r,-0.171310757,0.445894485,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,median_performance_on_0.50_ratio_using_full_4_minutes_data,r,-0.049095004,0.832628136,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,median_performance_on_0.67_ratio_using_full_4_minutes_data,r,0.187244088,0.4163646,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,median_performance_on_0.75_ratio_using_full_4_minutes_data,r,-0.289649235,0.215453086,20
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,median_performance_on_0.50_ratio_using_T30_to_T50_data,r,-0.203968018,0.388380022,20
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,median_performance_on_0.67_ratio_using_T30_to_T50_data,r,0.094722306,0.682970524,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,median_performance_on_0.75_ratio_using_T30_to_T50_data,r,-0.362425957,0.116323067,20
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,number_of_medians_above_60_using_full_4_minutes_data,ICC,0.215115083,0.13,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,number_of_medians_above_60_using_T30_to_T50_data,ICC,-0.128549979,0.35,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,shapiro_wilk_test_p_value_using_full_4_minutes_data,r,-0.24515739,0.284118558,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,r,0.057213739,0.805424353,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,shapiro_wilk_test_p_value_using_T30_to_T50_data,r,-0.026486482,0.911740839,20
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,r,-0.049220874,0.836733791,20
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,learning_category_according_to_etheredge_T30_to_T50,ICC,-0.068658103,0.63,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,learning_category_according_to_etheredge_full_4_minutes,ICC,-0.083956624,0.53,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,average_latency_to_enter_correct_side,r,0.012478956,0.957185415,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,average_latency_to_enter_incorrect_side,r,-0.156224732,0.498885077,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,average_latency_to_enter_correct_side_filtered_just_correct_choice,r,0.00660606,0.977327787,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,proportion_of_correct_first_choices,r,0.137742863,0.551565949,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,r,0.059923059,0.791089928,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,r,-0.163382298,0.467530781,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,number_of_trials_in_a_row_correct_choice_first,r,-0.070844942,0.754060735,22
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,mean_of_median_performance_on_each_ratio_full_four_minutes_data,r,-0.03460356,0.881626652,21
shuttlebox_average_distance_from_correct_stimulus_during_stimulus,mean_of_median_performance_on_each_ratio_T30_to_T50_data,r,-0.233919517,0.307461327,21
shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,r,0.516003815,0.002502848,32
